journal,impact,Access,note,article,downloads
plos one,2.766,Immediately open access,NA,26908,54
plos one,2.766,Immediately open access,NA,17664,54
plos one,2.766,Immediately open access,NA,20221,53
plos one,2.766,Immediately open access,NA,28541,52
plos one,2.766,Immediately open access,NA,662,49
plos one,2.766,Immediately open access,NA,32006,49
plos one,2.766,Immediately open access,NA,12862,48
plos one,2.766,Immediately open access,NA,24605,48
plos one,2.766,Immediately open access,NA,24988,48
plos one,2.766,Immediately open access,NA,18461,47
plos one,2.766,Immediately open access,NA,18671,46
plos one,2.766,Immediately open access,NA,16852,46
plos one,2.766,Immediately open access,NA,18416,45
plos one,2.766,Immediately open access,NA,16820,44
plos one,2.766,Immediately open access,NA,19612,43
plos one,2.766,Immediately open access,NA,33108,42
plos one,2.766,Immediately open access,NA,16888,41
plos one,2.766,Immediately open access,NA,26727,41
plos one,2.766,Immediately open access,NA,32300,39
plos one,2.766,Immediately open access,NA,1865,37
plos one,2.766,Immediately open access,NA,18514,37
plos one,2.766,Immediately open access,NA,17143,35
plos one,2.766,Immediately open access,NA,8894,22
plos one,2.766,Immediately open access,NA,33672,20
pnas,9.504,Hybrid or closed access,hybrid,28724,9853
pnas,9.504,Hybrid or closed access,hybrid,8441,9721
pnas,9.504,Hybrid or closed access,hybrid,8289,8274
pnas,9.504,Hybrid or closed access,hybrid,8527,8126
pnas,9.504,Hybrid or closed access,hybrid,9322,6133
pnas,9.504,Hybrid or closed access,hybrid,26226,3664
pnas,9.504,Hybrid or closed access,hybrid,25885,3327
pnas,9.504,Hybrid or closed access,hybrid,10640,3215
pnas,9.504,Hybrid or closed access,hybrid,10733,3160
pnas,9.504,Hybrid or closed access,hybrid,26379,2950
pnas,9.504,Hybrid or closed access,hybrid,19041,2935
pnas,9.504,Hybrid or closed access,hybrid,10256,2714
pnas,9.504,Hybrid or closed access,hybrid,25466,2675
pnas,9.504,Hybrid or closed access,hybrid,28655,2513
pnas,9.504,Hybrid or closed access,hybrid,7802,2443
pnas,9.504,Hybrid or closed access,hybrid,18186,2433
pnas,9.504,Hybrid or closed access,hybrid,10495,2335
pnas,9.504,Hybrid or closed access,hybrid,29012,2304
pnas,9.504,Hybrid or closed access,hybrid,7798,2273
pnas,9.504,Hybrid or closed access,hybrid,31118,2255
pnas,9.504,Hybrid or closed access,hybrid,5200,2214
pnas,9.504,Hybrid or closed access,hybrid,1881,2122
pnas,9.504,Hybrid or closed access,hybrid,25494,2040
pnas,9.504,Hybrid or closed access,hybrid,29649,2022
pnas,9.504,Hybrid or closed access,hybrid,5194,1979
pnas,9.504,Hybrid or closed access,hybrid,26095,1961
pnas,9.504,Hybrid or closed access,hybrid,30661,1947
pnas,9.504,Hybrid or closed access,hybrid,10484,1911
pnas,9.504,Hybrid or closed access,hybrid,27198,1750
pnas,9.504,Hybrid or closed access,hybrid,11488,1695
pnas,9.504,Hybrid or closed access,hybrid,14589,1675
pnas,9.504,Hybrid or closed access,hybrid,3840,1674
pnas,9.504,Hybrid or closed access,hybrid,27410,1660
pnas,9.504,Hybrid or closed access,hybrid,28402,1640
pnas,9.504,Hybrid or closed access,hybrid,30800,1638
pnas,9.504,Hybrid or closed access,hybrid,18097,1583
pnas,9.504,Hybrid or closed access,hybrid,26531,1507
pnas,9.504,Hybrid or closed access,hybrid,24699,1474
pnas,9.504,Hybrid or closed access,hybrid,8561,1470
pnas,9.504,Hybrid or closed access,hybrid,28926,1453
pnas,9.504,Hybrid or closed access,hybrid,9501,1451
pnas,9.504,Hybrid or closed access,hybrid,6441,1448
pnas,9.504,Hybrid or closed access,hybrid,8460,1443
pnas,9.504,Hybrid or closed access,hybrid,12805,1421
pnas,9.504,Hybrid or closed access,hybrid,4936,1415
pnas,9.504,Hybrid or closed access,hybrid,15958,1394
pnas,9.504,Hybrid or closed access,hybrid,28924,1378
pnas,9.504,Hybrid or closed access,hybrid,22929,1376
pnas,9.504,Hybrid or closed access,hybrid,10700,1374
pnas,9.504,Hybrid or closed access,hybrid,6383,1371
pnas,9.504,Hybrid or closed access,hybrid,28455,1371
pnas,9.504,Hybrid or closed access,hybrid,20865,1339
pnas,9.504,Hybrid or closed access,hybrid,23156,1319
pnas,9.504,Hybrid or closed access,hybrid,25246,1318
pnas,9.504,Hybrid or closed access,hybrid,9830,1315
pnas,9.504,Hybrid or closed access,hybrid,14318,1284
pnas,9.504,Hybrid or closed access,hybrid,5078,1272
pnas,9.504,Hybrid or closed access,hybrid,16690,1237
pnas,9.504,Hybrid or closed access,hybrid,29215,1234
pnas,9.504,Hybrid or closed access,hybrid,8439,1227
pnas,9.504,Hybrid or closed access,hybrid,11092,1215
pnas,9.504,Hybrid or closed access,hybrid,31124,1198
pnas,9.504,Hybrid or closed access,hybrid,8064,1193
pnas,9.504,Hybrid or closed access,hybrid,14544,1185
pnas,9.504,Hybrid or closed access,hybrid,30296,1178
pnas,9.504,Hybrid or closed access,hybrid,26472,1176
pnas,9.504,Hybrid or closed access,hybrid,26620,1173
pnas,9.504,Hybrid or closed access,hybrid,5145,1171
pnas,9.504,Hybrid or closed access,hybrid,26231,1165
pnas,9.504,Hybrid or closed access,hybrid,14284,1133
pnas,9.504,Hybrid or closed access,hybrid,15935,1105
pnas,9.504,Hybrid or closed access,hybrid,15337,1099
pnas,9.504,Hybrid or closed access,hybrid,9364,1095
pnas,9.504,Hybrid or closed access,hybrid,26399,1070
pnas,9.504,Hybrid or closed access,hybrid,15695,1058
pnas,9.504,Hybrid or closed access,hybrid,7313,1057
pnas,9.504,Hybrid or closed access,hybrid,19299,1047
pnas,9.504,Hybrid or closed access,hybrid,10052,1046
pnas,9.504,Hybrid or closed access,hybrid,14395,1031
pnas,9.504,Hybrid or closed access,hybrid,25855,1015
pnas,9.504,Hybrid or closed access,hybrid,10769,1011
pnas,9.504,Hybrid or closed access,hybrid,23007,1009
pnas,9.504,Hybrid or closed access,hybrid,7791,975
pnas,9.504,Hybrid or closed access,hybrid,19406,974
pnas,9.504,Hybrid or closed access,hybrid,18164,960
pnas,9.504,Hybrid or closed access,hybrid,30498,960
pnas,9.504,Hybrid or closed access,hybrid,9944,953
pnas,9.504,Hybrid or closed access,hybrid,13422,952
pnas,9.504,Hybrid or closed access,hybrid,25047,943
pnas,9.504,Hybrid or closed access,hybrid,28920,938
pnas,9.504,Hybrid or closed access,hybrid,15102,936
pnas,9.504,Hybrid or closed access,hybrid,20009,927
pnas,9.504,Hybrid or closed access,hybrid,25914,922
pnas,9.504,Hybrid or closed access,hybrid,24789,922
pnas,9.504,Hybrid or closed access,hybrid,30669,919
pnas,9.504,Hybrid or closed access,hybrid,9592,905
pnas,9.504,Hybrid or closed access,hybrid,1429,902
pnas,9.504,Hybrid or closed access,hybrid,26651,896
pnas,9.504,Hybrid or closed access,hybrid,25857,884
pnas,9.504,Hybrid or closed access,hybrid,25369,883
pnas,9.504,Hybrid or closed access,hybrid,2730,872
pnas,9.504,Hybrid or closed access,hybrid,26526,872
pnas,9.504,Hybrid or closed access,hybrid,26330,871
pnas,9.504,Hybrid or closed access,hybrid,21812,866
pnas,9.504,Hybrid or closed access,hybrid,14975,861
pnas,9.504,Hybrid or closed access,hybrid,28291,855
pnas,9.504,Hybrid or closed access,hybrid,28219,854
pnas,9.504,Hybrid or closed access,hybrid,12914,851
pnas,9.504,Hybrid or closed access,hybrid,7315,850
pnas,9.504,Hybrid or closed access,hybrid,9379,849
pnas,9.504,Hybrid or closed access,hybrid,20906,848
pnas,9.504,Hybrid or closed access,hybrid,11052,841
pnas,9.504,Hybrid or closed access,hybrid,23126,824
pnas,9.504,Hybrid or closed access,hybrid,6384,823
pnas,9.504,Hybrid or closed access,hybrid,30065,821
pnas,9.504,Hybrid or closed access,hybrid,23021,818
pnas,9.504,Hybrid or closed access,hybrid,30071,816
pnas,9.504,Hybrid or closed access,hybrid,14659,813
pnas,9.504,Hybrid or closed access,hybrid,26384,811
pnas,9.504,Hybrid or closed access,hybrid,28437,808
pnas,9.504,Hybrid or closed access,hybrid,24629,790
pnas,9.504,Hybrid or closed access,hybrid,24766,774
pnas,9.504,Hybrid or closed access,hybrid,26533,769
pnas,9.504,Hybrid or closed access,hybrid,19935,761
pnas,9.504,Hybrid or closed access,hybrid,5974,747
pnas,9.504,Hybrid or closed access,hybrid,28783,737
pnas,9.504,Hybrid or closed access,hybrid,31100,734
pnas,9.504,Hybrid or closed access,hybrid,12395,733
pnas,9.504,Hybrid or closed access,hybrid,4039,732
pnas,9.504,Hybrid or closed access,hybrid,24945,729
pnas,9.504,Hybrid or closed access,hybrid,12711,716
pnas,9.504,Hybrid or closed access,hybrid,25407,711
pnas,9.504,Hybrid or closed access,hybrid,14080,708
pnas,9.504,Hybrid or closed access,hybrid,11354,698
pnas,9.504,Hybrid or closed access,hybrid,11509,692
pnas,9.504,Hybrid or closed access,hybrid,14857,691
pnas,9.504,Hybrid or closed access,hybrid,14472,687
pnas,9.504,Hybrid or closed access,hybrid,15743,686
pnas,9.504,Hybrid or closed access,hybrid,26543,680
pnas,9.504,Hybrid or closed access,hybrid,18804,679
pnas,9.504,Hybrid or closed access,hybrid,7491,668
pnas,9.504,Hybrid or closed access,hybrid,5867,662
pnas,9.504,Hybrid or closed access,hybrid,30689,661
pnas,9.504,Hybrid or closed access,hybrid,21888,659
pnas,9.504,Hybrid or closed access,hybrid,9910,651
pnas,9.504,Hybrid or closed access,hybrid,19910,649
pnas,9.504,Hybrid or closed access,hybrid,29648,648
pnas,9.504,Hybrid or closed access,hybrid,29619,648
pnas,9.504,Hybrid or closed access,hybrid,16262,647
pnas,9.504,Hybrid or closed access,hybrid,5718,647
pnas,9.504,Hybrid or closed access,hybrid,12900,645
pnas,9.504,Hybrid or closed access,hybrid,19168,642
pnas,9.504,Hybrid or closed access,hybrid,21503,637
pnas,9.504,Hybrid or closed access,hybrid,20783,635
pnas,9.504,Hybrid or closed access,hybrid,16125,634
pnas,9.504,Hybrid or closed access,hybrid,29534,632
pnas,9.504,Hybrid or closed access,hybrid,29564,629
pnas,9.504,Hybrid or closed access,hybrid,31095,628
pnas,9.504,Hybrid or closed access,hybrid,4584,627
pnas,9.504,Hybrid or closed access,hybrid,11278,625
pnas,9.504,Hybrid or closed access,hybrid,26637,621
pnas,9.504,Hybrid or closed access,hybrid,25991,621
pnas,9.504,Hybrid or closed access,hybrid,19820,619
pnas,9.504,Hybrid or closed access,hybrid,31085,617
pnas,9.504,Hybrid or closed access,hybrid,15594,616
pnas,9.504,Hybrid or closed access,hybrid,20002,609
pnas,9.504,Hybrid or closed access,hybrid,25814,608
pnas,9.504,Hybrid or closed access,hybrid,15243,607
pnas,9.504,Hybrid or closed access,hybrid,28394,604
pnas,9.504,Hybrid or closed access,hybrid,28198,604
pnas,9.504,Hybrid or closed access,hybrid,16071,603
pnas,9.504,Hybrid or closed access,hybrid,10635,598
pnas,9.504,Hybrid or closed access,hybrid,9854,597
pnas,9.504,Hybrid or closed access,hybrid,25962,597
pnas,9.504,Hybrid or closed access,hybrid,30935,588
pnas,9.504,Hybrid or closed access,hybrid,9802,585
pnas,9.504,Hybrid or closed access,hybrid,19850,585
pnas,9.504,Hybrid or closed access,hybrid,29637,577
pnas,9.504,Hybrid or closed access,hybrid,9857,575
pnas,9.504,Hybrid or closed access,hybrid,10310,572
pnas,9.504,Hybrid or closed access,hybrid,9905,560
pnas,9.504,Hybrid or closed access,hybrid,15748,558
pnas,9.504,Hybrid or closed access,hybrid,10029,557
pnas,9.504,Hybrid or closed access,hybrid,17592,557
pnas,9.504,Hybrid or closed access,hybrid,17068,557
pnas,9.504,Hybrid or closed access,hybrid,28471,554
pnas,9.504,Hybrid or closed access,hybrid,18167,552
pnas,9.504,Hybrid or closed access,hybrid,15832,550
pnas,9.504,Hybrid or closed access,hybrid,38739,549
pnas,9.504,Hybrid or closed access,hybrid,30821,547
pnas,9.504,Hybrid or closed access,hybrid,9845,547
pnas,9.504,Hybrid or closed access,hybrid,31033,545
pnas,9.504,Hybrid or closed access,hybrid,26363,544
pnas,9.504,Hybrid or closed access,hybrid,20405,543
pnas,9.504,Hybrid or closed access,hybrid,25830,541
pnas,9.504,Hybrid or closed access,hybrid,1507,537
pnas,9.504,Hybrid or closed access,hybrid,19384,535
pnas,9.504,Hybrid or closed access,hybrid,9961,532
pnas,9.504,Hybrid or closed access,hybrid,15902,529
pnas,9.504,Hybrid or closed access,hybrid,16199,526
pnas,9.504,Hybrid or closed access,hybrid,16392,526
pnas,9.504,Hybrid or closed access,hybrid,11696,525
pnas,9.504,Hybrid or closed access,hybrid,31069,524
pnas,9.504,Hybrid or closed access,hybrid,30945,521
pnas,9.504,Hybrid or closed access,hybrid,7950,520
pnas,9.504,Hybrid or closed access,hybrid,28869,520
pnas,9.504,Hybrid or closed access,hybrid,23979,519
pnas,9.504,Hybrid or closed access,hybrid,20051,514
pnas,9.504,Hybrid or closed access,hybrid,17104,508
pnas,9.504,Hybrid or closed access,hybrid,17411,506
pnas,9.504,Hybrid or closed access,hybrid,22667,506
pnas,9.504,Hybrid or closed access,hybrid,26487,506
pnas,9.504,Hybrid or closed access,hybrid,13793,499
pnas,9.504,Hybrid or closed access,hybrid,8267,497
pnas,9.504,Hybrid or closed access,hybrid,24681,495
pnas,9.504,Hybrid or closed access,hybrid,18233,487
pnas,9.504,Hybrid or closed access,hybrid,744,486
pnas,9.504,Hybrid or closed access,hybrid,23228,486
pnas,9.504,Hybrid or closed access,hybrid,17536,483
pnas,9.504,Hybrid or closed access,hybrid,16617,481
pnas,9.504,Hybrid or closed access,hybrid,28087,480
pnas,9.504,Hybrid or closed access,hybrid,13932,479
pnas,9.504,Hybrid or closed access,hybrid,6507,479
pnas,9.504,Hybrid or closed access,hybrid,14000,479
pnas,9.504,Hybrid or closed access,hybrid,9919,478
pnas,9.504,Hybrid or closed access,hybrid,22836,476
pnas,9.504,Hybrid or closed access,hybrid,31050,475
pnas,9.504,Hybrid or closed access,hybrid,28457,474
pnas,9.504,Hybrid or closed access,hybrid,14165,470
pnas,9.504,Hybrid or closed access,hybrid,14714,470
pnas,9.504,Hybrid or closed access,hybrid,25953,470
pnas,9.504,Hybrid or closed access,hybrid,5002,469
pnas,9.504,Hybrid or closed access,hybrid,11183,469
pnas,9.504,Hybrid or closed access,hybrid,20363,466
pnas,9.504,Hybrid or closed access,hybrid,29558,463
pnas,9.504,Hybrid or closed access,hybrid,18145,462
pnas,9.504,Hybrid or closed access,hybrid,19900,462
pnas,9.504,Hybrid or closed access,hybrid,11385,460
pnas,9.504,Hybrid or closed access,hybrid,28157,459
pnas,9.504,Hybrid or closed access,hybrid,16452,459
